:: ERROR: Unable to proceed: no support for sourcing from '[dash|sh]' shell.
   This script must be sourced. Did you execute or source this script?
   Can be caused by sourcing from inside a "shebang-less" script.
   Can also be caused by sourcing from ZSH version 4.x or older.
LAMMPS (2 Aug 2023)
WARNING: Using I/O redirection is unreliable with parallel runs. Better to use the -in switch to read input files. (../lammps.cpp:537)
Reading restart file ...
  restart file = 2 Aug 2023, LAMMPS = 2 Aug 2023
  restoring atom style full from restart
  orthogonal box = (1.3688094 1.3688094 1.3688094) to (42.256959 42.256959 42.256959)
  2 by 2 by 3 MPI processor grid
  restoring pair style lj/cut/coul/long from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  3000 atoms
  2000 bonds
  1000 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.002 seconds
  read_restart CPU = 0.014 seconds
2000 atoms in group carb
1000 atoms in group oxy
Finding SHAKE clusters ...
       0 = # of size 2 clusters
    1000 = # of size 3 clusters
       0 = # of size 4 clusters
       0 = # of frozen angles
  find clusters CPU = 0.002 seconds
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.22940094
  grid = 32 32 32
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00036424429
  estimated relative force accuracy = 1.0969109e-06
  using double precision KISS FFT
  3d grid and FFT values/proc = 10051 3072
Generated 1 of 1 mixed pair_coeff terms from geometric mixing rule
All restart file global fix info was re-assigned
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 17
  ghost atom cutoff = 17
  binsize = 8.5, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 15000000
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 8.968 | 9.285 | 9.35 Mbytes
   Step         PotEng         KinEng         TotEng         Press           Temp           c_2            c_3            c_5      
  15354000  -1674.9948      1806.1105      131.11573      70.755162      259.78819      177.15203      31385.038      1.1490051    
  15354500  -1643.9586      1740.0689      96.110229     -10.852275      250.28886      177.13514      31379.174      1.1490115    
  15355000  -1651.0894      1759.7862      108.69678     -95.214562      253.12496      177.1483       31383.718      1.1490065    
  15355500  -1655.2657      1773.7192      118.45349      224.38613      255.12907      177.16566      31389.873      1.1489943    
  15356000  -1647.833       1788.4411      140.60811      91.501525      257.24664      177.17336      31392.625      1.1490051    
  15356500  -1632.947       1778.9068      145.95975      104.61989      255.87524      177.12183      31374.379      1.1489843    
  15357000  -1730.3086      1725.6215     -4.687116       56.690177      248.21077      177.23229      31413.471      1.1489958    
  15357500  -1740.4475      1740.1218     -0.32567648    -7.1002166      250.29647      177.18309      31395.795      1.1490001    
  15358000  -1693.5713      1709.7633      16.191973      146.82389      245.92975      177.20995      31405.517      1.1490297    
  15358500  -1661.8753      1717.4411      55.565839      57.086142      247.03412      177.13844      31380.24       1.149        
  15359000  -1695.9879      1721.8851      25.897264      75.098131      247.67334      177.21961      31408.871      1.1489967    
  15359500  -1617.4485      1786.6341      169.1856       158.01231      256.98673      177.11886      31373.459      1.14901      
  15360000  -1695.9872      1789.9967      94.009511      73.156418      257.4704       177.1855       31396.86       1.1489862    
  15360500  -1681.3559      1751.4006      70.044694      79.067958      251.91879      177.20775      31404.823      1.1489976    
  15361000  -1657.2735      1826.0114      168.7379       208.42439      262.6507       177.12409      31375.177      1.1490093    
  15361500  -1637.5808      1742.6092      105.02847      159.6475       250.65426      177.13048      31377.351      1.1489947    
  15362000  -1648.2668      1752.4742      104.20737      19.256709      252.07322      177.14154      31381.544      1.1489828    
  15362500  -1721.7609      1790.7299      68.968948      154.18139      257.57586      177.19896      31401.526      1.149001     
  15363000  -1710.4086      1755.4853      45.076682      37.555082      252.50634      177.18194      31395.667      1.1490052    
  15363500  -1702.2731      1736.6525      34.379371      75.186605      249.79745      177.1698       31391.186      1.1489989    
  15364000  -1728.9236      1774.4356      45.511957      342.24843      255.23211      177.17519      31393.164      1.148999     
  15364500  -1672.3582      1730.2049      57.846699      192.4253       248.87004      177.16331      31388.953      1.1490159    
  15365000  -1585.9861      1741.3866      155.40046      12.970288      250.47839      177.09911      31366.358      1.1490115    
  15365500  -1593.8636      1758.4222      164.55852     -42.72546       252.92877      177.19243      31399.39       1.149013     
  15366000  -1559.6003      1731.8029      172.20254      78.34903       249.09989      177.11343      31371.518      1.148984     
  15366500  -1642.7908      1738.4757      95.684891      43.440834      250.0597       177.21571      31407.539      1.148995     
  15367000  -1649.0621      1766.8708      117.80879      30.809558      254.14401      177.10936      31369.925      1.1490075    
  15367500  -1675.9023      1773.2804      97.37815       218.09019      255.06595      177.17996      31394.981      1.1490013    
  15368000  -1662.4194      1772.7693      110.34989      204.67024      254.99244      177.12275      31374.631      1.1490003    
  15368500  -1648.4058      1783.9705      135.56467      152.96269      256.6036       177.11277      31371.021      1.149009     
  15369000  -1648.3278      1804.183       155.85518      89.433126      259.51093      177.09936      31366.296      1.149001     
  15369500  -1686.5822      1695.2661      8.683865       147.24453      243.84449      177.18946      31398.207      1.1489856    
  15370000  -1696.1123      1731.9212      35.808959      152.97163      249.11691      177.164        31389.178      1.1489986    
  15370500  -1703.6351      1754.3164      50.681319      132.26321      252.33821      177.13861      31380.214      1.1490072    
  15371000  -1723.4792      1757.194       33.714786      186.85059      252.7521       177.24309      31417.113      1.1490196    
  15371500  -1624.0997      1726.8584      102.75876      192.28544      248.38869      177.09973      31366.603      1.1490272    
  15372000  -1608.2685      1735.0565      126.78805     -28.063889      249.56789      177.17507      31393.196      1.1489983    
  15372500  -1629.0779      1707.5303      78.452383      188.40223      245.60855      177.17823      31394.39       1.148993     
  15373000  -1648.0101      1751.3279      103.31785     -28.287185      251.90834      177.15268      31385.185      1.1489882    
  15373500  -1698.2687      1739.8576      41.588905     -7.6086377      250.25847      177.19723      31401.132      1.148998     
  15374000  -1665.4403      1749.1273      83.687014      158.86421      251.59181      177.15106      31384.758      1.1490051    
  15374500  -1667.8857      1745.3176      77.431965     -44.480399      251.04383      177.19979      31402.049      1.1489972    
  15375000  -1626.5589      1736.6911      110.13218     -60.311819      249.80301      177.16909      31391.069      1.1489961    
  15375500  -1683.5344      1755.6537      72.119255      31.99224       252.53056      177.17425      31392.934      1.1489699    
  15376000  -1721.3419      1721.2844     -0.057426265    121.82703      247.58693      177.18587      31397.094      1.1489871    
  15376500  -1769.658       1737.5801     -32.077887      68.949542      249.93087      177.25326      31420.737      1.1489976    
  15377000  -1758.62        1702.1783     -56.441689      84.454361      244.83873      177.20368      31403.433      1.1490087    
  15377500  -1700.308       1729.6735      29.365478      184.904        248.7936       177.18638      31397.236      1.1490135    
  15378000  -1634.9849      1734.6107      99.62573       30.846006      249.50376      177.18393      31396.424      1.1490296    
  15378500  -1626.9839      1701.8764      74.892498     -5.8933286      244.79531      177.162        31388.575      1.1489992    
  15379000  -1656.5272      1762.429       105.90176      114.35185      253.50511      177.15447      31385.718      1.1490055    
  15379500  -1618.1224      1718.8671      100.74474      243.15755      247.23923      177.15395      31385.807      1.1490069    
  15380000  -1641.9403      1764.3275      122.38719      108.15264      253.77818      177.17323      31392.455      1.148998     
  15380500  -1628.8706      1812.3818      183.51116      64.665882      260.69023      177.15403      31385.887      1.1490095    
  15381000  -1651.7073      1792.9264      141.21909      1.2685232      257.89181      177.15598      31386.408      1.1489778    
  15381500  -1633.4216      1782.9019      149.48025      165.27402      256.44989      177.15496      31386.092      1.1489957    
  15382000  -1665.8294      1748.4711      82.641721      81.956186      251.49743      177.14786      31383.608      1.1489983    
  15382500  -1693.102       1770.6283      77.52636       148.11376      254.68448      177.18386      31396.215      1.1489902    
  15383000  -1673.4441      1774.3783      100.93419      111.6853       255.22387      177.16806      31390.746      1.1489939    
  15383500  -1702.9957      1762.3767      59.380966      219.95242      253.49758      177.1453       31382.598      1.1489876    
  15384000  -1717.79        1781.8588      64.068783      9.0436233      256.29986      177.19241      31399.327      1.1490062    
  15384500  -1683.0473      1724.9378      41.890441      56.72366       248.11242      177.17479      31392.985      1.1489929    
  15385000  -1735.8469      1769.2921      33.445132     -7.6533207      254.49228      177.1839       31396.2        1.1490001    
  15385500  -1680.1991      1802.7642      122.56511      112.489        259.30686      177.15123      31384.707      1.1490084    
  15386000  -1652.5041      1780.7749      128.27079      159.88599      256.14395      177.11262      31371.074      1.1490078    
  15386500  -1658.1956      1753.7619      95.566314      153.13486      252.25844      177.15055      31384.539      1.1489998    
  15387000  -1654.5116      1738.1089      83.59728      -116.75382      250.00693      177.17947      31394.826      1.149003     
  15387500  -1661.6402      1688.3391      26.698902      122.9271       242.84813      177.15979      31387.65       1.148981     
  15388000  -1676.9603      1744.6196      67.659275      390.47809      250.94342      177.16839      31390.846      1.1490001    
  15388500  -1705.6704      1792.7264      87.056005      155.56029      257.86304      177.15817      31387.128      1.1490089    
  15389000  -1675.7945      1759.1223      83.327825      35.140662      253.02947      177.15652      31386.516      1.1489911    
  15389500  -1722.048       1736.8041      14.756112      300.65749      249.81926      177.2089       31405.052      1.1489795    
  15390000  -1740.6517      1790.5545      49.902796      170.16149      257.55063      177.1878       31397.65       1.1489984    
  15390500  -1694.8792      1763.7713      68.892152     -24.595514      253.69818      177.18313      31395.944      1.1490015    
  15391000  -1683.2642      1766.5011      83.236925      229.43892      254.09083      177.11789      31373.055      1.148993     
  15391500  -1714.505       1805.5715      91.066515      207.23672      259.71065      177.1999       31401.887      1.1490024    
  15392000  -1637.5762      1768.2808      130.70458      71.502837      254.34681      177.11349      31371.358      1.1490158    
  15392500  -1687.6801      1703.2346      15.554501      3.7912796      244.99067      177.23134      31412.978      1.1489924    
  15393000  -1687.6557      1726.944       39.288354     -0.65863242     248.401        177.13802      31380.187      1.1489766    
  15393500  -1741.9489      1805.6514      63.70256      -15.533002      259.72215      177.20375      31403.256      1.1489814    
  15394000  -1770.6727      1766.7392     -3.9335236      217.15951      254.12508      177.18814      31397.793      1.1489973    
  15394500  -1665.8427      1787.4206      121.57793      264.9356       257.09987      177.17024      31391.457      1.149018     
  15395000  -1684.4868      1816.2362      131.74947     -45.391913      261.24466      177.11187      31370.706      1.148993     
  15395500  -1703.6888      1763.3852      59.696398     -74.827247      253.64265      177.13011      31377.264      1.1489881    
  15396000  -1703.2194      1749.5201      46.300721     -52.174546      251.6483       177.23799      31415.481      1.1490192    
  15396500  -1663.5462      1767.7316      104.18534      61.14988       254.26782      177.16155      31388.366      1.1490038    
  15397000  -1735.0606      1803.6612      68.600597      227.04323      259.43588      177.20184      31402.737      1.148993     
  15397500  -1727.2431      1789.2866      62.043486      201.60051      257.36826      177.16232      31388.459      1.1490037    
  15398000  -1668.1162      1814.0252      145.909        20.61873       260.92662      177.1139       31371.648      1.1490179    
  15398500  -1678.2527      1778.4377      100.18507      185.42506      255.80778      177.21566      31407.458      1.149009     
  15399000  -1619.8268      1766.3904      146.56361      152.38312      254.07491      177.06943      31355.818      1.1490104    
  15399500  -1634.1559      1788.5796      154.42371      254.03554      257.26657      177.17963      31394.845      1.1489971    
  15400000  -1624.4504      1821.3858      196.93538     -72.476087      261.98536      177.09507      31364.955      1.1489976    
  15400500  -1604.2084      1798.3405      194.13214      330.39497      258.67057      177.14074      31381.105      1.1489893    
  15401000  -1659.342       1740.7849      81.442909      155.39227      250.39186      177.0968       31365.404      1.1489857    
  15401500  -1693.6319      1801.1268      107.49482      87.79473       259.07133      177.16408      31389.327      1.1489841    
  15402000  -1669.1602      1767.07        97.909707      153.33637      254.17265      177.15269      31385.16       1.1489994    
  15402500  -1727.6897      1800.326       72.636362      97.868906      258.95616      177.18358      31396.059      1.148991     
  15403000  -1712.4182      1732.9345      20.516224      353.60606      249.26266      177.12667      31376.103      1.1490015    
  15403500  -1719.0351      1787.7304      68.695292      38.676884      257.14442      177.28343      31431.623      1.1490139    
  15404000  -1661.1759      1779.5392      118.36323      216.10055      255.9662       177.11865      31373.383      1.1489971    
  15404500  -1668.4937      1770.4347      101.94101     -51.623778      254.65664      177.21125      31405.81       1.1490127    
  15405000  -1656.3456      1738.7288      82.383162      217.32397      250.0961       177.13365      31378.511      1.1489834    
  15405500  -1671.85        1764.1276      92.277637      186.50311      253.74943      177.15632      31386.525      1.1489937    
  15406000  -1737.7395      1712.5696     -25.16991      -17.464874      246.3334       177.17237      31392.156      1.1490008    
  15406500  -1692.2431      1757.5926      65.349459      196.99539      252.80945      177.15731      31386.818      1.1490052    
  15407000  -1692.5563      1776.107       83.550688      12.844785      255.47253      177.19018      31398.63       1.1490089    
  15407500  -1633.2308      1812.4263      179.1955       268.65075      260.69664      177.08796      31362.358      1.1489905    
  15408000  -1655.404       1771.7041      116.30013      144.56639      254.83923      177.16132      31388.338      1.1489854    
  15408500  -1749.6696      1698.5539     -51.115766      159.89552      244.3174       177.17622      31393.523      1.148995     
  15409000  -1781.4732      1703.5705     -77.902672      88.115121      245.03899      177.22087      31409.277      1.1489998    
  15409500  -1816.2141      1717.716      -98.498092      26.237253      247.07366      177.22665      31411.287      1.1489842    
  15410000  -1796.522       1793.0929     -3.4290659      3.6044924      257.91576      177.20604      31404.126      1.1490127    
  15410500  -1731.9896      1758.4844      26.494784      69.458832      252.93772      177.19461      31400.101      1.1490056    
  15411000  -1740.6264      1788.5997      47.973325      68.51701       257.26946      177.18836      31397.971      1.1490092    
  15411500  -1717.8181      1769.5148      51.696638      11.508718      254.52431      177.18406      31396.414      1.1490058    
  15412000  -1716.7525      1785.7415      68.988992      2.3254463      256.85834      177.20341      31403.314      1.1490158    
  15412500  -1703.7126      1791.9887      88.276104      107.58141      257.75693      177.19301      31399.567      1.1489889    
  15413000  -1729.2757      1708.6239     -20.65181       197.12644      245.76585      177.17768      31394.171      1.1489807    
  15413500  -1736.1337      1785.5241      49.390412      88.602581      256.82706      177.17463      31392.984      1.1490133    
  15414000  -1678.703       1756.4083      77.705281      41.464786      252.6391       177.12882      31376.784      1.1490037    
  15414500  -1683.4007      1731.8517      48.450941      116.49521      249.10691      177.16649      31390.111      1.1489943    
  15415000  -1661.9061      1727.5208      65.614617      155.97158      248.48396      177.16102      31388.395      1.1489894    
  15415500  -1744.7714      1766.1245      21.353105      121.38578      254.03666      177.20996      31405.432      1.1490066    
  15416000  -1692.2385      1740.6029      48.364338      149.43513      250.36567      177.19548      31400.728      1.1490023    
  15416500  -1666.3732      1819.1926      152.81941     -51.328191      261.66989      177.13726      31379.851      1.1489988    
  15417000  -1695.0945      1785.8739      90.779366      198.98403      256.87738      177.21891      31408.678      1.1490031    
  15417500  -1646.6193      1742.8187      96.19937       77.054968      250.68439      177.14212      31381.645      1.1489985    
  15418000  -1671.5172      1734.5604      63.043215      193.5359       249.49653      177.1806       31395.186      1.1489899    
  15418500  -1709.0523      1751.6921      42.639753     -83.171782      251.96072      177.20471      31403.83       1.1489736    
  15419000  -1753.0074      1753.1813      0.17381407     178.8337       252.17492      177.20827      31404.981      1.1490027    
  15419500  -1711.0735      1775.1729      64.099387      285.98738      255.33817      177.16392      31389.309      1.149        
  15420000  -1697.9509      1754.0133      56.062334      128.49592      252.2946       177.16076      31388.035      1.1490047    
  15420500  -1703.5331      1788.9138      85.380737      23.218474      257.31464      177.18698      31397.431      1.148992     
  15421000  -1725.587       1774.7792      49.192187      152.74872      255.28154      177.16492      31389.503      1.1490095    
  15421500  -1644.781       1744.2014      99.420307      132.43247      250.88327      177.15176      31384.986      1.149012     
  15422000  -1682.0088      1710.5217      28.512866      43.920991      246.03884      177.22408      31410.663      1.1489864    
  15422500  -1658.0025      1708.8295      50.826955      107.21635      245.79543      177.17069      31391.657      1.1490086    
  15423000  -1675.4257      1773.177       97.751272      51.605256      255.05108      177.16684      31390.4        1.1490047    
  15423500  -1676.6727      1767.2313      90.558637      176.20714      254.19587      177.20178      31402.587      1.1490062    
  15424000  -1646.4175      1729.3232      82.905658      142.02471      248.74321      177.12418      31375.282      1.1490047    
  15424500  -1607.5554      1784.2643      176.7089       107.11995      256.64586      177.10745      31369.226      1.1489994    
  15425000  -1637.9847      1729.9663      91.981599      159.44604      248.83572      177.14269      31381.711      1.14899      
  15425500  -1651.7486      1762.341       110.59232      57.501023      253.49244      177.14943      31384.137      1.1490032    
  15426000  -1665.9627      1746.6738      80.711102      90.868965      251.23891      177.15562      31386.293      1.1489827    
  15426500  -1666.5516      1818.4127      151.86111      82.873295      261.55772      177.15765      31387.02       1.1489972    
  15427000  -1656.3849      1804.0177      147.63276      164.12884      259.48716      177.1107       31370.369      1.1489947    
  15427500  -1618.9495      1758.7603      139.8108       105.39662      252.97741      177.08263      31360.565      1.1489827    
  15428000  -1753.4387      1754.7446      1.3059276      67.361106      252.39979      177.23889      31415.645      1.1490049    
  15428500  -1701.6929      1736.8684      35.175573      247.33216      249.82851      177.15794      31387.141      1.1489987    
  15429000  -1734.1012      1782.7948      48.693597      100.96746      256.43449      177.22757      31411.664      1.1489928    
  15429500  -1776.5381      1760.769      -15.769105      134.58758      253.26633      177.19764      31401.276      1.1490041    
  15430000  -1718.9543      1762.7647      43.810409      44.19298       253.55339      177.19658      31400.775      1.149024     
  15430500  -1667.8762      1746.8037      78.927441      75.82106       251.25758      177.15361      31385.627      1.1489912    
  15431000  -1694.3628      1809.805       115.44215      112.9257       260.31959      177.21066      31405.766      1.1489928    
  15431500  -1675.282       1761.1503      85.868283      221.95658      253.32117      177.10963      31370.02       1.1489872    
  15432000  -1713.0952      1819.5496      106.45435      100.72836      261.72124      177.20158      31402.57       1.1489944    
  15432500  -1711.427       1781.459       70.032041      110.23609      256.24236      177.1433       31382.04       1.1490171    
  15433000  -1644.623       1744.1285      99.505451      216.89351      250.87279      177.17376      31392.694      1.1489986    
  15433500  -1648.324       1771.5225      123.19848      19.427298      254.8131       177.13217      31378.172      1.1489929    
  15434000  -1736.2217      1765.0944      28.872735      73.741021      253.88849      177.21719      31408.048      1.1489876    
  15434500  -1702.0288      1804.0118      101.98299      194.99926      259.48631      177.09648      31365.386      1.1489985    
  15435000  -1704.6255      1815.885       111.25951      182.78474      261.19414      177.19272      31399.371      1.1490223    
  15435500  -1583.5981      1759.8369      176.23881      81.696437      253.13227      177.05138      31349.508      1.1490184    
  15436000  -1586.883       1773.7129      186.82985      9.8578864      255.12816      177.15136      31384.981      1.1490023    
  15436500  -1623.8624      1716.5493      92.686917      31.285716      246.90584      177.15901      31387.58       1.1489632    
  15437000  -1702.4469      1768.5359      66.089007      143.83903      254.38351      177.17566      31393.424      1.1489956    
  15437500  -1701.4102      1795.631       94.220822      210.86749      258.28083      177.16909      31390.906      1.1490066    
  15438000  -1636.0166      1781.9353      145.91874      338.44061      256.31086      177.0993       31366.352      1.1490081    
  15438500  -1653.526       1806.9339      153.40793      82.450248      259.90663      177.14919      31383.81       1.1490077    
  15439000  -1615.805       1767.983       152.17809     -218.99286      254.30399      177.08036      31359.748      1.1489932    
  15439500  -1647.4361      1796.1301      148.69392      219.93004      258.35261      177.17393      31392.65       1.1489903    
  15440000  -1614.9328      1760.8135      145.88069      291.44586      253.27273      177.0836       31361.035      1.1490093    
  15440500  -1655.2432      1787.4529      132.20968      81.061933      257.1045       177.15276      31385.259      1.1489961    
  15441000  -1630.6805      1767.9891      137.30857      160.11641      254.30486      177.1566       31386.725      1.1489945    
  15441500  -1676.4488      1814.2899      137.84109      114.96677      260.9647       177.14117      31381.234      1.1489955    
  15442000  -1720.6289      1755.5006      34.871688      81.995211      252.50854      177.21434      31407.13       1.1490078    
  15442500  -1677.9594      1767.5361      89.576679      128.36229      254.2397       177.18506      31396.729      1.1490173    
  15443000  -1670.8026      1767.7546      96.951971      25.548422      254.27113      177.13648      31379.613      1.1489982    
  15443500  -1687.085       1730.9843      43.899348      80.444252      248.98215      177.17892      31394.541      1.1489778    
  15444000  -1769.2604      1724.2822     -44.978265     -51.059222      248.01812      177.22022      31409.105      1.1490039    
  15444500  -1717.8285      1778.7607      60.932255      136.50536      255.85423      177.19063      31398.632      1.1490028    
  15445000  -1724.6178      1784.2323      59.61452      -37.501516      256.64126      177.18509      31396.802      1.1490134    
  15445500  -1650.2926      1756.4035      106.11093      239.68328      252.63841      177.12184      31374.402      1.1489959    
  15446000  -1701.3195      1771.3142      69.994665      33.925426      254.78314      177.18025      31395.17       1.1489977    
  15446500  -1721.3126      1772.934       51.621363     -13.287818      255.01613      177.17866      31394.535      1.1490038    
  15447000  -1688.2259      1796.8863      108.66045      3.9731025      258.4614       177.1868       31397.473      1.1490189    
  15447500  -1670.2055      1770.9177      100.71224     -10.773536      254.72611      177.12915      31376.92       1.149004     
  15448000  -1651.6439      1769.4964      117.85247     -45.874165      254.52167      177.18189      31395.535      1.1490113    
  15448500  -1636.1265      1680.669       44.542497      200.30914      241.74488      177.12853      31376.589      1.1489841    
  15449000  -1703.844       1760.8634      57.019461      84.40531       253.27992      177.14928      31384.015      1.1489772    
  15449500  -1726.0133      1717.7089     -8.3043311      186.89754      247.07264      177.23493      31414.286      1.148997     
  15450000  -1719.819       1723.6069      3.7878392      127.74347      247.92099      177.16845      31390.912      1.149005     
  15450500  -1675.4731      1772.9719      97.49878       34.642999      255.02158      177.20078      31402.212      1.1490141    
  15451000  -1631.3413      1726.927       95.585671      126.04327      248.39855      177.12173      31374.375      1.1489882    
  15451500  -1641.6533      1760.6729      119.01954      231.75095      253.25251      177.17404      31392.739      1.1489948    
  15452000  -1614.2936      1790.5219      176.22833      21.902685      257.54595      177.08933      31362.804      1.1490113    
  15452500  -1571.6261      1765.6723      194.04623      195.99069      253.97162      177.12313      31374.843      1.1489957    
  15453000  -1631.775       1797.5985      165.8235      -82.674862      258.56383      177.06366      31353.66       1.1489908    
  15453500  -1642.7529      1778.087       135.33405     -24.399496      255.75733      177.21418      31407.052      1.1489946    
  15454000  -1634.0695      1783.5704      149.50081      280.88969      256.54605      177.07505      31357.861      1.1489999    
  15454500  -1680.0175      1800.9462      120.92866      21.022307      259.04536      177.19528      31400.3        1.1490035    
  15455000  -1600.0358      1749.5258      149.49001      162.43487      251.64912      177.07392      31357.559      1.1490226    
  15455500  -1628.3094      1799.8775      171.56817     -61.203937      258.89164      177.18364      31396.159      1.1490088    
  15456000  -1594.0346      1776.0888      182.05417     -48.829252      255.4699       177.08439      31361.326      1.1489748    
  15456500  -1719.4837      1721.5231      2.0394339      48.337453      247.62126      177.208        31404.778      1.1489778    
  15457000  -1731.0106      1765.4138      34.403182      230.99842      253.93443      177.19235      31399.447      1.1489883    
  15457500  -1730.4019      1797.5686      67.166768     -121.45148      258.55954      177.17814      31394.3        1.1490224    
  15458000  -1661.0416      1755.6633      94.62169       254.42944      252.53194      177.14219      31381.448      1.1490233    
  15458500  -1639.2281      1735.4748      96.246721      53.362017      249.62806      177.20168      31402.575      1.1490138    
  15459000  -1612.7521      1705.5858      92.833739      1.7452729      245.32887      177.11961      31373.561      1.1490118    
  15459500  -1628.4493      1783.2509      154.80161      19.035914      256.50009      177.17322      31392.556      1.148989     
  15460000  -1621.4923      1757.4103      135.91802      101.14068      252.78322      177.11907      31373.374      1.1489758    
  15460500  -1653.8026      1796.7378      142.93513      296.0353       258.44003      177.16571      31389.814      1.1489997    
  15461000  -1743.215       1703.7262     -39.488792      35.26773       245.06139      177.16787      31390.509      1.1489783    
  15461500  -1748.7609      1773.8368      25.075894     -10.029978      255.14599      177.20924      31405.082      1.1490017    
  15462000  -1713.4802      1779.6124      66.132143      183.1481       255.97673      177.14751      31383.399      1.1490163    
  15462500  -1680.4689      1750.0406      69.571607      135.75464      251.72317      177.11348      31371.186      1.148995     
  15463000  -1765.9023      1807.2719      41.369669      192.14202      259.95525      177.21639      31407.703      1.1490042    
  15463500  -1674.9223      1724.5289      49.60663       130.8964       248.05361      177.1283       31376.706      1.14902      
  15464000  -1683.7242      1699.7347      16.010463     -44.873705      244.48725      177.2404       31416.133      1.1490093    
  15464500  -1685.7957      1719.2139      33.418193     -25.594254      247.28911      177.11487      31371.929      1.1489883    
  15465000  -1718.6569      1779.0038      60.346877      205.64203      255.8892       177.17614      31393.529      1.148995     
  15465500  -1716.5643      1750.4525      33.888243      162.67202      251.78243      177.21586      31407.492      1.1489964    
  15466000  -1693.8032      1774.573       80.769844      289.53562      255.25188      177.09338      31364.336      1.1489946    
  15466500  -1731.5521      1818.5444      86.992392      79.479955      261.57667      177.20878      31405.066      1.1489948    
  15467000  -1645.583       1740.2845      94.701489      199.39217      250.31987      177.12819      31376.735      1.1490095    
  15467500  -1669.1633      1746.2993      77.135949      246.76332      251.18503      177.17612      31393.486      1.1489991    
  15468000  -1675.1855      1850.6116      175.42613      30.274149      266.18916      177.12915      31376.897      1.1489908    
  15468500  -1658.6097      1803.1489      144.5392       34.114867      259.36219      177.11636      31372.329      1.1489777    
  15469000  -1701.3871      1735.1013      33.71427       172.51028      249.57434      177.18172      31395.499      1.1490057    
  15469500  -1684.3673      1743.5879      59.220606      120.97168      250.79503      177.17608      31393.584      1.1490032    
  15470000  -1705.6204      1737.7582      32.137812      156.5474       249.9565       177.17574      31393.359      1.1490052    
  15470500  -1693.3575      1739.2362      45.878685      112.31859      250.16909      177.15241      31385.173      1.1490179    
  15471000  -1625.1176      1745.352       120.23438      21.030901      251.04877      177.09976      31366.473      1.1489995    
  15471500  -1646.8336      1743.695       96.86139       231.49791      250.81044      177.1564       31386.655      1.148979     
  15472000  -1736.9737      1745.9954      9.021679       189.79121      251.14132      177.24818      31418.961      1.1490026    
  15472500  -1693.3559      1711.2192      17.863291      126.32672      246.13916      177.12759      31376.369      1.1489988    
  15473000  -1740.3335      1751.5         11.166521     -2.4275871      251.9331       177.23697      31415.016      1.1490046    
  15473500  -1702.5899      1745.2867      42.696826      24.090744      251.03939      177.13112      31377.581      1.1490044    
  15474000  -1672.8529      1747.2548      74.40198       157.11901      251.32248      177.17116      31391.911      1.1489891    
  15474500  -1718.3527      1782.9732      64.620476     -16.51908       256.46015      177.20694      31404.34       1.148992     
  15475000  -1719.1053      1773.6688      54.56347       191.45497      255.12182      177.16356      31389.188      1.1489776    
  15475500  -1773.935       1773.4443     -0.49078078     132.55036      255.08952      177.19712      31401.026      1.1490061    
  15476000  -1694.0831      1765.9314      71.848386     -23.983353      254.00889      177.18742      31397.548      1.1490179    
  15476500  -1715.3333      1805.6642      90.330959      64.626351      259.72399      177.21044      31405.873      1.1490014    
  15477000  -1646.8594      1772.5957      125.73632      149.56368      254.96747      177.11327      31371.396      1.1489978    
  15477500  -1714.5105      1708.6591     -5.8513908      43.479935      245.77093      177.22217      31409.765      1.1489928    
  15478000  -1762.8802      1731.3643     -31.51594       85.288267      249.0368       177.2043       31403.437      1.1490057    
  15478500  -1680.1648      1761.2065      81.041662      105.24166      253.32926      177.13531      31379.126      1.1490071    
  15479000  -1684.929       1822.0822      137.15316      32.103427      262.08553      177.16915      31391.075      1.1490024    
  15479500  -1677.9618      1802.2074      124.24567      114.59476      259.22678      177.12817      31376.623      1.1489967    
  15480000  -1663.6456      1800.1992      136.5536       70.903824      258.93791      177.1637       31389.125      1.149028     
  15480500  -1588.6743      1751.4502      162.77587      247.38267      251.92593      177.11369      31371.534      1.1489905    
  15481000  -1648.8548      1759.4567      110.60192      16.471645      253.07758      177.19622      31400.69       1.1490062    
